name,catid,rid,manufacturingDate,rating,quantity,price
evening,9,24664,2020-09-28,2,13269,14047
side,3,8624,2022-02-25,5,31915,21368
phone,15,12905,2020-03-31,4,18019,5795
area,7,19647,2021-10-21,4,12229,5207
feel,5,13944,2022-10-05,0,38462,29800
camera,9,5382,2021-09-30,5,11679,4958
determine,10,5627,2023-07-04,5,32166,15912
seven,11,10734,2021-10-30,0,17058,8479
artist,4,3886,2021-04-12,2,27552,8970
time,13,412,2022-08-12,3,23455,20616
senior,7,5735,2022-02-13,5,17221,27721
technology,5,10191,2024-10-27,5,9939,25300
training,15,7735,2020-09-08,4,15729,29184
card,13,19456,2022-03-04,5,20822,8855
threat,15,8454,2022-05-09,1,46979,8504
fund,2,137,2020-09-22,0,28065,28784
memory,10,15971,2020-04-29,5,24938,16595
series,8,24632,2022-10-29,4,11694,22672
work,6,1220,2021-01-29,5,21926,842
decide,12,51,2020-06-20,4,22507,17195
task,2,25298,2024-04-12,4,28995,28692
customer,12,17617,2020-02-19,3,23767,14169
will,4,9381,2022-07-16,2,41334,22962
worker,14,592,2023-11-23,5,10434,26901
culture,11,4565,2022-06-03,1,10550,19981
say,11,9451,2020-12-30,3,33344,5676
official,2,28059,2020-04-26,4,33198,28852
road,3,4636,2021-11-25,2,6937,25096
check,9,25535,2022-04-24,5,20363,23956
usually,1,3847,2021-02-04,4,22320,19516
spring,16,7168,2020-01-01,5,47823,25258
air,3,10389,2024-07-01,0,19932,8224
bit,5,19570,2023-04-07,4,45871,18595
enough,15,24542,2020-02-28,4,25271,29540
behind,10,8604,2021-03-06,2,5129,12503
choose,6,8342,2020-01-20,1,44014,15407
your,2,16443,2023-07-07,3,6339,27650
decide,9,28538,2023-11-27,1,20960,7015
the,8,20812,2023-04-15,4,33741,20247
however,14,7622,2020-12-26,4,7550,13885
find,15,20716,2022-10-27,0,18112,9777
according,9,12540,2021-01-16,4,43070,13900
pressure,13,3533,2023-04-17,3,17848,5582
church,16,16227,2020-09-22,4,33499,14137
discussion,4,18195,2023-11-26,2,29438,10402
life,15,16265,2020-07-12,4,26645,13815
green,5,2713,2021-04-21,4,25573,27933
put,4,26830,2021-05-24,3,17693,17561
add,10,21001,2023-02-12,5,16601,24561
husband,15,25335,2023-01-08,1,22931,14875
doctor,14,7215,2022-12-06,4,23225,13943
become,16,11963,2021-08-22,0,23178,25121
toward,3,6580,2023-11-15,3,41978,11151
parent,14,8523,2022-01-23,2,43102,4351
student,9,8963,2024-10-26,5,41354,19869
standard,8,16310,2021-07-18,0,16212,21570
want,8,24423,2023-12-25,1,48456,11334
respond,14,6050,2023-07-16,0,44494,2635
exist,15,10236,2022-10-20,2,29376,23193
right,4,15191,2021-05-22,3,18348,22777
explain,13,22634,2022-07-29,5,37129,12633
significant,12,1110,2022-01-28,4,27948,19392
responsibility,9,13549,2023-05-22,4,29635,8740
subject,16,12657,2023-02-27,0,46436,27751
military,7,18919,2020-07-17,0,26663,1393
option,13,4038,2023-08-17,3,41950,5221
agent,4,4927,2024-10-17,4,38312,21537
action,5,23870,2024-04-11,4,23259,13926
PM,15,28677,2021-11-12,4,12355,22385
group,3,23752,2023-02-12,0,49007,27341
bit,15,955,2022-03-07,5,28019,3402
language,7,18125,2021-07-01,4,16608,14004
product,15,8255,2022-03-14,5,37454,11161
benefit,9,272,2023-11-22,4,38607,15211
quality,4,23309,2020-09-17,4,39117,23026
PM,12,10527,2022-08-25,2,45256,6570
describe,5,10455,2022-10-26,5,31633,7540
maintain,13,1940,2020-02-07,1,26409,25975
cultural,5,1003,2020-07-17,0,22235,29724
one,6,10679,2024-06-19,1,9098,10954
city,2,29858,2022-01-06,2,5123,15487
concern,7,15001,2024-08-11,4,42844,4238
family,16,2089,2024-08-31,5,38957,551
local,10,6655,2023-10-13,3,12583,10193
what,8,5333,2020-09-26,1,31550,3389
occur,11,1144,2020-01-12,0,24905,9570
home,10,15790,2022-02-07,1,22165,4874
gas,3,10229,2020-12-14,2,45254,13723
late,10,19290,2021-03-01,0,5757,27170
area,16,5051,2020-06-15,0,42236,7522
citizen,4,4062,2023-09-14,4,8625,18520
rule,7,866,2023-09-28,0,9181,3491
camera,12,19596,2024-08-19,4,43531,16050
camera,6,7235,2021-08-17,2,9342,6340
someone,15,15458,2023-06-18,3,23202,18332
indicate,1,21357,2022-08-31,1,32552,968
it,16,2246,2024-03-27,3,6165,336
message,14,8581,2021-03-09,3,31049,15521
either,11,5554,2021-12-17,4,36107,1845
tree,3,6502,2021-10-17,3,42139,4801
minute,10,14440,2021-03-09,0,25030,22688
computer,1,23603,2024-07-26,1,17586,28776
physical,7,15477,2024-05-07,1,24248,16739
however,5,14329,2020-11-06,4,24309,8887
run,2,24932,2021-10-11,5,45992,5530
college,1,14773,2023-02-03,5,36635,24390
work,9,9001,2022-05-15,1,14862,8647
war,11,20532,2023-03-17,5,46809,11298
moment,9,13436,2022-04-13,3,47584,3613
thought,8,10142,2023-06-07,0,42213,27653
record,11,19007,2021-12-03,2,21872,27895
side,5,1567,2021-12-30,4,8720,250
choice,13,22893,2023-11-25,2,22760,19473
civil,4,15238,2023-08-13,1,43870,1566
nearly,5,12104,2024-04-10,2,44786,12738
perhaps,8,10390,2020-03-25,2,42129,18678
generation,11,16422,2022-11-18,2,20831,29962
in,12,2474,2024-06-28,2,41746,3157
difficult,3,28970,2022-04-28,5,11859,6162
sea,7,12507,2020-03-12,3,43865,17683
turn,8,18561,2023-10-14,0,19605,1876
discussion,16,6839,2023-08-25,2,8567,10544
safe,8,18328,2024-07-10,3,8617,898
cold,10,8577,2023-11-06,2,46404,11214
foot,4,300,2024-04-12,5,29484,469
face,13,25528,2023-10-04,2,16268,1508
audience,15,9125,2022-11-14,5,48507,3709
money,11,22219,2024-01-29,5,45100,21529
friend,14,12256,2021-10-25,0,11560,28184
industry,4,9496,2021-04-06,2,29230,913
hear,8,19848,2020-03-15,0,10718,3144
identify,1,3508,2022-06-28,5,11882,20232
scene,3,15003,2023-02-20,2,49605,12946
will,2,26882,2021-03-13,4,38527,18355
foreign,9,16977,2021-03-10,4,19842,24378
drive,8,22309,2024-10-09,3,38694,27473
blue,15,10967,2024-01-08,4,8146,12901
occur,14,9471,2022-07-20,5,9574,17882
almost,6,19358,2022-01-08,2,20863,825
physical,12,9186,2024-10-01,0,43226,20461
heavy,16,22742,2021-10-10,0,22675,10315
free,12,18999,2020-06-03,4,27727,20860
reason,1,6410,2021-08-16,1,36044,1966
measure,2,13584,2022-04-10,3,12036,24804
our,4,14394,2023-03-29,4,6331,17701
course,13,18723,2021-01-10,4,24415,20329
increase,7,11974,2022-11-21,2,8306,15319
shoulder,3,16690,2020-04-28,2,34613,9625
ready,11,19081,2023-05-21,0,21112,21234
hospital,3,20606,2022-11-20,3,36083,18198
green,2,28350,2022-08-29,0,9657,7218
its,12,5659,2022-05-11,0,35005,19562
already,16,14493,2020-01-23,1,37551,17057
somebody,2,6047,2021-04-07,3,24742,13805
great,7,14879,2022-11-30,1,17364,16689
thus,5,25215,2021-02-09,3,34856,10082
reflect,1,26421,2021-06-20,0,18240,638
local,6,1764,2021-12-06,3,49720,17889
word,10,2441,2020-07-07,1,37102,10501
long,15,26896,2024-02-02,4,19829,3816
plant,15,2870,2021-04-13,3,7168,5159
debate,8,8540,2024-10-10,0,19741,11039
guess,8,20256,2024-03-06,2,5436,19448
amount,15,22552,2022-07-07,4,27216,6797
reflect,6,26865,2022-09-19,3,49746,29423
situation,14,10411,2021-05-23,4,43300,11815
develop,14,14236,2022-08-23,4,42622,11389
stand,6,29957,2022-11-30,3,6028,20851
talk,12,11933,2022-01-03,2,18852,26237
protect,11,8391,2020-06-15,2,9218,2582
never,14,3801,2020-03-18,0,47573,7260
can,3,15840,2023-01-29,3,15072,29203
trouble,12,36,2021-12-23,5,27591,13206
pass,8,20490,2020-03-13,3,47214,313
structure,9,5084,2020-08-31,2,26162,2673
those,8,5384,2020-01-25,1,17406,1504
trial,9,25392,2020-02-29,4,16676,27182
election,5,17969,2020-10-25,2,34785,16756
take,9,15658,2022-10-11,5,40292,23662
executive,13,7379,2024-05-29,0,42252,12361
TV,16,4643,2023-12-24,3,41791,24805
process,13,12013,2022-11-10,2,32845,16950
agree,10,5170,2020-08-30,3,43778,10244
music,9,25281,2023-02-26,5,39291,6755
someone,14,7095,2022-12-24,4,22318,9585
course,7,323,2021-10-09,1,40297,6986
writer,11,41,2021-04-19,2,32478,23918
in,8,6699,2022-08-14,4,19059,8662
charge,12,16917,2020-01-18,1,43677,19939
perform,8,23711,2023-07-18,3,12475,16991
this,9,24802,2020-02-27,1,47138,627
everyone,14,24894,2021-08-28,0,48849,442
executive,16,9458,2022-01-24,3,37939,21832
charge,6,18480,2020-03-11,3,7864,21047
different,16,20687,2020-12-20,5,8295,4273
dark,14,18926,2021-10-27,4,29789,16384
back,8,12461,2024-02-12,3,29155,9982
among,11,22408,2021-06-09,5,21556,25759
American,2,20638,2022-10-20,5,45392,21710
cover,10,21359,2023-12-28,4,32139,20562
blood,15,28692,2022-01-01,1,34636,6648
address,5,12739,2022-05-23,2,36937,7579
buy,14,12069,2023-08-01,3,44405,7296
huge,5,16037,2021-03-25,1,46144,12610
cup,7,16219,2020-10-20,3,40018,9228
reality,8,17960,2021-04-10,5,21206,1629
there,4,7277,2021-09-28,0,35769,367
owner,9,19705,2021-05-04,5,43982,164
worry,11,27097,2021-10-17,5,38936,19401
all,13,8790,2021-02-01,4,47552,9269
approach,5,16115,2024-06-20,1,40397,17415
evening,11,15146,2022-02-05,2,23753,26708
need,15,8194,2023-01-19,3,11076,10128
close,12,2261,2021-07-16,3,14439,26637
bill,10,11509,2021-12-16,4,26839,506
range,2,25045,2024-05-25,1,23268,18754
top,16,27017,2021-07-01,1,23446,22359
song,3,16557,2020-11-24,2,14807,15762
sense,10,319,2021-06-29,5,13490,14804
off,8,28977,2020-04-08,4,29974,17816
road,12,20024,2020-02-28,3,49613,29959
situation,14,6714,2021-03-13,3,29066,3604
account,11,27818,2021-06-17,0,12711,2648
up,8,1243,2023-12-08,1,22725,13864
else,1,7304,2023-07-02,1,46132,24449
attorney,8,14288,2023-10-13,3,39574,19517
likely,12,10866,2022-09-10,2,31471,23267
science,2,8171,2020-03-30,0,29704,26373
section,13,17007,2024-05-05,3,36576,13749
step,11,14719,2021-07-19,4,41590,14003
nearly,3,17904,2023-06-08,0,22129,17362
over,9,5742,2020-11-14,4,14531,21078
whole,4,10334,2022-04-13,0,14528,8710
knowledge,15,21660,2021-09-06,3,27914,5548
common,8,10936,2020-03-05,1,19549,16534
race,8,9622,2023-08-28,1,16605,21329
concern,7,25243,2021-07-12,5,21892,16152
art,13,13555,2024-07-14,3,24715,19102
red,9,25399,2023-01-02,4,28757,19177
win,13,11834,2023-05-23,5,42001,25296
almost,8,21923,2020-11-14,3,25904,953
clearly,8,5829,2023-01-20,0,44598,10608
meeting,2,19653,2020-04-05,5,9935,8652
message,4,12852,2023-09-12,3,10283,14774
boy,2,15208,2024-03-18,2,36655,25133
just,16,13532,2021-09-15,0,46046,9081
middle,4,9781,2023-03-29,4,28228,28387
TV,16,17540,2022-08-20,4,41820,19092
so,16,5682,2020-03-05,0,32527,24499
figure,14,24255,2022-11-18,0,47532,9101
address,2,13053,2022-09-23,0,20262,17794
have,12,4576,2024-08-22,5,13216,1288
research,8,11380,2022-08-09,1,27256,13440
sign,14,9036,2021-10-24,4,40901,8649
career,12,5325,2021-12-30,2,9904,19712
something,14,12646,2023-11-05,0,46063,765
concern,10,15651,2023-04-21,1,14702,27722
population,3,9043,2022-09-30,5,33934,16255
wear,13,18949,2021-05-19,0,9755,29095
food,6,419,2023-05-03,0,14173,13677
special,12,29312,2022-04-20,1,7126,753
soldier,3,14985,2023-12-12,3,30618,15570
act,6,26896,2020-08-21,3,24593,11940
on,12,9485,2023-12-20,5,18953,4100
stuff,3,4044,2023-08-10,4,44916,13321
site,10,3312,2021-11-08,1,8811,11649
whole,14,25157,2020-01-31,3,48973,6999
suffer,12,6031,2022-02-03,1,17965,18682
head,6,4404,2023-06-30,1,28935,5917
recognize,2,526,2023-12-30,2,19818,5216
what,15,25445,2023-05-27,3,34321,5162
natural,7,12102,2023-07-17,5,36695,26717
religious,13,12516,2022-01-03,5,21779,8799
smile,10,14237,2023-12-13,3,34063,28949
thousand,6,28871,2022-06-24,3,23811,17632
cup,7,22383,2024-10-29,3,42756,13028
significant,16,14417,2024-04-04,4,24215,16300
down,5,12066,2020-11-03,0,19882,21900
accept,11,7155,2023-04-08,5,40379,21218
write,4,12904,2020-04-20,4,19474,26542
successful,12,7171,2022-01-29,4,32992,21377
movie,3,14498,2022-12-15,5,6522,5033
both,12,18684,2021-05-15,2,36642,26335
month,1,24170,2021-02-19,1,15107,16313
share,8,18408,2021-04-23,2,45047,6917
treat,15,9384,2021-01-30,3,39970,23795
project,2,29360,2023-11-08,0,38359,22540
worker,11,16807,2020-02-23,2,38032,18091
determine,16,21594,2024-02-24,2,24861,16708
about,12,29223,2022-01-07,2,45879,24925
large,6,16339,2024-09-27,5,9488,7688
raise,10,2531,2020-06-01,5,36251,29585
partner,2,22898,2020-12-27,1,29968,16097
low,11,10529,2022-07-01,3,12821,11371
need,1,9922,2020-08-04,5,48400,23897
role,12,25167,2022-08-05,3,17859,346
billion,15,14957,2023-09-08,1,27146,18466
else,1,11310,2021-12-30,0,31438,23024
fill,15,4668,2021-12-15,4,47939,7458
bag,10,19715,2020-12-20,4,42386,788
around,4,24189,2023-01-03,4,48840,17749
under,5,13473,2023-01-23,3,32374,6442
than,3,19998,2020-03-06,4,16141,12031
analysis,4,1080,2021-09-14,3,39966,12078
girl,3,11894,2020-06-05,2,27637,763
structure,3,7592,2021-01-13,2,26803,658
PM,14,1754,2023-07-16,3,12158,12604
for,14,15335,2022-05-10,1,17858,20653
cause,14,27865,2020-06-01,3,41334,15682
fund,6,23254,2023-12-25,2,31073,7342
surface,12,24297,2022-10-13,0,30728,15610
traditional,10,627,2022-08-01,3,34428,15212
space,5,29058,2021-09-11,4,38288,240
well,8,4778,2021-12-02,5,7950,13067
rather,5,28993,2021-03-28,0,9724,21806
husband,15,17340,2022-10-22,5,17512,28927
security,2,17934,2023-03-13,2,21647,16977
action,7,20705,2020-09-22,5,14181,13006
smile,9,22901,2023-05-03,4,45901,1426
and,15,4384,2024-09-11,0,20825,4812
because,6,13803,2023-08-14,0,44545,12727
his,2,29494,2023-07-12,5,33063,18857
movement,10,8619,2021-07-17,4,35354,6178
threat,13,26826,2022-02-10,2,33581,11270
support,5,3727,2020-02-26,4,39945,15564
table,15,8112,2024-02-15,0,11432,16656
American,12,20848,2022-12-05,1,49910,8556
kind,5,1743,2022-08-11,1,13630,22387
staff,10,2275,2022-01-28,2,44742,18392
century,4,27761,2020-11-03,5,6027,11239
catch,3,9168,2022-03-29,2,28416,4672
with,3,27682,2020-01-02,5,38507,12039
how,7,25377,2021-06-13,4,7550,7204
which,3,1859,2023-12-15,1,44035,10999
trial,14,9126,2024-08-10,0,10891,29331
exist,8,18202,2021-11-03,4,15451,11568
recently,1,21934,2022-09-29,0,41000,24643
take,1,22745,2023-04-19,4,10656,26671
outside,8,19237,2020-01-04,5,36141,2950
sense,13,20496,2020-05-05,4,36909,4874
morning,15,2385,2020-05-11,4,23035,14869
fall,13,14869,2021-09-12,2,40545,4974
at,3,27238,2022-05-27,4,40819,5498
foot,2,22970,2021-01-20,2,43582,17351
seek,5,7684,2021-04-29,0,27491,28623
clear,7,10788,2020-06-08,2,42014,15284
discussion,3,10386,2020-03-03,2,9508,29853
day,3,18149,2021-04-23,4,5728,7002
through,12,28571,2023-03-27,1,13158,14892
career,11,7167,2020-08-16,0,48180,12684
prove,7,2176,2021-10-24,2,7958,16537
you,14,12403,2023-03-24,0,23803,14294
but,3,1731,2023-02-21,3,6057,12317
Mr,2,7862,2023-03-27,2,21325,2604
require,11,28505,2021-08-16,4,30869,8674
television,7,4595,2020-10-27,2,15541,20213
government,10,25973,2023-11-29,2,43024,20778
reach,12,18395,2020-11-08,0,35786,11986
professor,15,55,2024-08-03,2,36597,13642
consumer,11,8347,2022-10-06,2,37124,19456
floor,13,15373,2023-12-16,5,28058,16199
maybe,12,20843,2022-05-03,5,8718,25422
back,15,17724,2023-02-16,4,40081,2931
table,1,7397,2024-08-16,4,36397,10463
movement,6,25930,2020-10-22,4,30640,18276
activity,15,24101,2024-10-25,0,12304,12719
suddenly,11,19313,2020-07-22,0,48871,6042
foreign,7,15325,2022-12-11,5,17313,28096
oil,3,13879,2021-08-31,0,23662,15818
small,6,9381,2020-02-16,5,8926,13757
product,16,18523,2020-07-15,3,42560,4485
blue,3,12654,2022-06-02,5,35746,17236
others,8,28631,2021-08-29,4,47170,15626
opportunity,6,5081,2022-12-25,2,11746,2053
hundred,3,4953,2023-10-01,2,32664,13707
west,7,13047,2021-10-09,4,22731,11723
tend,6,16095,2021-11-12,1,39876,4430
identify,12,2210,2022-07-15,4,47536,21257
continue,10,23261,2022-12-29,1,6741,17671
down,6,14490,2024-04-10,2,27931,21023
grow,7,15407,2022-11-01,4,18910,28122
actually,1,27111,2023-12-21,2,26830,21236
argue,7,21791,2022-04-18,1,8755,8338
movie,2,3222,2023-08-18,1,5653,1174
argue,3,15406,2021-09-13,0,13234,15129
available,3,27196,2021-05-23,5,36010,23229
and,4,12012,2022-04-11,0,9324,14677
think,9,378,2022-09-07,2,14173,18362
most,3,6713,2021-07-08,2,24232,20559
bad,1,12502,2024-08-17,4,9865,8785
mouth,10,6121,2020-05-15,3,20519,4401
realize,8,543,2024-10-01,4,13134,13205
picture,2,7405,2020-05-17,0,11000,16609
hair,16,16643,2024-06-22,3,20625,26546
science,12,29731,2022-02-07,0,20347,22122
big,13,24660,2020-12-17,0,22451,13683
former,6,14475,2022-03-03,2,25684,17385
person,7,16737,2024-08-05,1,11217,4853
kid,5,17031,2023-06-19,2,7722,12323
between,12,29972,2023-03-05,0,24306,29460
democratic,6,28442,2023-05-30,4,32391,27600
American,5,12604,2023-12-29,2,30538,21864
treatment,13,21333,2023-07-28,0,31407,13316
long,2,15347,2020-01-13,3,15124,11288
friend,2,14729,2021-10-07,3,43986,2089
school,14,2558,2022-06-04,4,24953,4132
those,3,4228,2022-07-29,1,38135,15076
responsibility,7,29334,2022-09-21,0,22612,13441
gas,15,28366,2021-05-21,2,22850,7287
writer,2,12662,2021-10-11,5,17786,11668
newspaper,8,6407,2021-10-07,4,22730,12119
rock,14,19927,2020-08-05,0,39085,9056
through,14,16593,2024-01-18,3,25883,16644
foreign,5,2442,2022-01-27,5,21581,12217
four,1,1085,2022-12-08,3,40346,6185
that,7,21547,2024-06-15,4,9324,3290
base,3,15554,2022-04-27,2,7243,8197
often,6,8457,2020-09-01,5,35303,16406
cell,1,23888,2023-10-13,5,30477,3877
necessary,5,6213,2022-09-19,3,28775,13437
fact,15,5072,2020-05-08,4,33389,10766
quite,10,17521,2022-07-04,3,40415,3353
course,11,18722,2022-05-01,1,6734,9262
recognize,15,14812,2020-11-15,2,15541,10574
be,5,21722,2023-12-23,4,14162,2809
shake,2,4790,2021-05-29,1,38872,16324
film,8,5991,2021-02-01,1,29461,19610
after,9,16637,2022-09-13,1,12587,17024
however,16,19843,2022-05-22,0,39043,9334
eight,6,22523,2021-12-06,4,13656,21933
institution,3,16271,2024-06-29,5,9411,27691
task,5,3799,2022-09-27,0,19081,24463
eight,10,4018,2022-01-27,3,38707,11277
near,12,8968,2020-03-07,2,25737,141
professional,3,17994,2024-03-05,2,20270,8617
out,10,24494,2021-11-11,4,28407,16734
bag,13,5495,2020-08-04,0,16453,7335
fear,8,29326,2020-09-26,5,40196,28118
guy,12,980,2023-06-12,4,44520,24145
least,6,4519,2024-07-28,4,21616,22260
news,9,26866,2021-02-28,3,30259,2642
yourself,10,21175,2024-08-21,2,7739,16248
fast,11,7146,2021-12-20,2,20341,19042
short,4,21571,2024-02-08,1,9629,7311
seven,8,15734,2022-05-01,0,15666,11699
weight,3,1654,2024-04-14,4,26714,24913
though,14,22614,2022-12-29,0,32409,25396
surface,8,19874,2022-07-29,2,19983,5910
evidence,8,2002,2023-02-26,5,17203,20688
garden,3,7658,2022-07-09,4,17900,4052
research,1,9575,2024-09-27,1,5138,21869
room,16,17185,2021-11-17,1,29799,21935
north,10,13930,2021-12-25,2,12233,20263
time,14,22320,2021-12-22,3,30830,25353
test,5,6501,2023-12-27,1,11126,17237
item,6,10951,2021-05-17,4,31213,10295
yeah,4,20894,2023-04-14,0,49025,18369
partner,3,24839,2021-07-17,1,36462,8283
discuss,2,18788,2022-06-18,2,29828,25124
fear,9,5665,2022-08-03,5,11320,25229
small,10,8581,2021-01-11,2,13176,28462
your,5,9985,2024-01-21,4,23128,5581
chance,13,6271,2020-03-08,2,43872,1930
subject,7,8650,2022-10-28,0,45446,4491
reflect,1,18035,2022-07-09,2,8392,5188
eye,10,5606,2020-02-17,4,34208,24821
seek,7,28605,2020-07-04,1,17504,16499
suffer,6,17075,2022-05-17,3,21726,23180
several,13,8338,2023-05-12,1,44114,24299
wide,12,4597,2020-04-14,5,22030,681
three,15,1530,2023-09-14,4,25419,13928
yes,16,9241,2024-06-21,4,36417,28135
music,4,3617,2021-03-18,5,26559,24468
none,10,18583,2021-05-24,4,47848,1571
discuss,1,19689,2022-01-27,4,18169,12762
later,16,24811,2023-04-10,4,28962,21125
art,6,3502,2023-06-13,1,13512,28987
together,13,1201,2024-05-10,2,15141,14016
popular,15,19346,2023-02-24,2,31612,29268
guess,15,9238,2024-10-03,3,32434,11601
nature,11,25881,2024-07-27,0,25269,352
series,6,27915,2020-01-06,4,40489,19965
them,8,6248,2023-12-05,4,32971,27954
certainly,11,8467,2021-12-19,1,47180,25058
tree,3,1950,2024-05-27,0,36011,11794
special,11,13444,2022-01-22,4,7686,26309
coach,4,2125,2021-06-26,2,37875,24438
not,10,1432,2024-04-03,5,31126,5866
cup,7,12277,2023-06-06,1,34715,17287
majority,1,18890,2022-07-20,2,12384,2994
candidate,9,1430,2021-01-04,4,13218,13518
up,11,14433,2024-07-16,2,30942,1193
decide,5,19253,2020-05-10,2,34656,11124
agent,7,23976,2022-04-03,3,24659,14573
themselves,13,25943,2024-10-12,4,10800,6635
value,7,20734,2022-09-22,4,17111,23732
suffer,11,11810,2021-09-08,3,42843,14172
ask,11,23335,2021-03-30,0,38370,11393
message,11,3389,2020-12-07,4,14402,2154
actually,13,25417,2022-08-11,2,11553,7521
tonight,16,29645,2022-04-02,1,19774,11411
say,16,12427,2023-03-11,3,32793,4257
science,3,24808,2024-03-30,3,48806,16064
doctor,13,16267,2023-09-18,5,36593,877
whole,1,12490,2022-05-25,2,41734,28267
industry,15,27901,2021-06-24,4,10827,28152
the,10,28587,2024-01-03,3,44520,11035
speak,3,8786,2022-12-03,2,35843,14437
yet,5,3334,2021-12-17,2,44769,18999
often,9,29560,2021-08-15,4,22519,26431
sense,12,15230,2021-09-02,0,8894,26200
energy,6,8376,2023-10-31,0,23337,22862
drug,11,26195,2021-11-25,1,28152,12267
trouble,16,4271,2021-03-09,1,40845,12250
natural,6,22184,2023-11-23,5,31030,3923
themselves,11,19542,2020-03-30,3,28878,20782
cultural,12,19946,2020-01-22,0,10717,26799
official,11,9427,2020-04-26,5,6450,25840
pick,2,12024,2022-02-13,3,8025,17254
language,9,15885,2023-11-21,1,10159,24698
leave,9,12797,2022-04-14,3,42128,8385
recently,4,18238,2021-02-14,0,21877,15341
century,6,28880,2022-11-21,5,12617,3758
television,9,20564,2021-09-01,2,37189,12257
image,15,22670,2023-09-08,4,12008,26081
per,4,11877,2022-04-02,1,26531,23725
company,8,28283,2023-01-14,0,43060,7706
event,16,4819,2020-03-07,0,39839,2384
own,16,29372,2020-10-14,3,12088,4756
good,14,3164,2022-07-26,1,41000,4423
